case,cores,split,winner,winner_family,makespan_cycles,stage1_makespan_cycles,added_copy_bytes,stage1_added_copy_bytes,spill_added_copy_bytes,stage1_spill_added_copy_bytes,cross_task_traffic_bytes,cross_core_transfer_count,used_core_count,group_wall_seconds,gain_pct,copy_delta_mib,spill_delta_mib,speedup
case_092,4,validation,stage1_actual_winner,verified_stage1_global_fallback,1018974,1018974,13405984,13405984,0,0,5307392,1988,4,90.75186427123845,0.0,0.0,0.0,4.725885056929814
case_092,5,validation,map_locality@b2a_w8,scene_b_fixed_partition_mapping,823550,832577,12321152,13308288,753664,73728,3922944,1620,5,102.3466140832752,1.0842240417402835,-0.94140625,0.6484375,5.847312245765284
case_093,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,74205,74205,0,0,0,0,0,0,1,0.05497564375400543,0.0,0.0,0.0,1.0
case_093,2,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,41806,45680,565248,843776,0,0,282624,138,2,1.9464542921632528,8.480735551663749,-0.265625,0.0,1.7749844519925368
case_093,3,holdout,map_locality@b1,scene_b_fixed_partition_mapping,31740,31740,77824,98304,0,0,30720,15,3,3.2404746543616056,0.0,-0.01953125,0.0,2.3379017013232515
case_093,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,23631,23631,155648,155648,0,0,65536,32,4,3.9993606973439455,0.0,0.0,0.0,3.140154881299987
case_093,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,20201,20201,147456,147456,0,0,57344,28,5,7.077842224389315,0.0,0.0,0.0,3.6733330033166673
case_094,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,94892,94892,0,0,0,0,0,0,1,0.051916059106588364,0.0,0.0,0.0,1.0
case_094,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,52048,52048,771084,771084,0,0,339462,92,2,1.7776134256273508,0.0,0.0,0.0,1.8231632339379036
case_094,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,38234,38581,967700,998164,0,0,413194,112,3,2.7923048846423626,0.8994064435862212,-0.029052734375,0.0,2.4818747711461002
case_094,4,holdout,map_locality@b1,scene_b_fixed_partition_mapping,30467,30467,463652,482084,0,0,135682,32,4,4.0857209749519825,0.0,-0.017578125,0.0,3.114582991433354
case_094,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,26086,26086,547616,547616,0,0,187136,42,5,5.073028752580285,0.0,0.0,0.0,3.637660047535076
case_095,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,2084853,2084853,0,0,0,0,0,0,1,0.38826423697173595,0.0,0.0,0.0,1.0
case_095,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,1040351,1040351,110592,110592,0,0,55296,3,2,26.67465554177761,0.0,0.0,0.0,2.003989999529005
case_095,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,693735,693735,0,0,0,0,0,0,3,48.35166849754751,0.0,0.0,0.0,3.0052584920755043
case_095,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,522106,522106,147456,147456,0,0,73728,4,4,101.9478024803102,0.0,0.0,0.0,3.9931603927171877
case_095,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,418656,418656,221184,221184,0,0,110592,6,5,127.20363152585924,0.0,0.0,0.0,4.9798713024535655
case_096,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,84194,84194,0,0,0,0,0,0,1,0.0988354068249464,0.0,0.0,0.0,1.0
case_096,2,holdout,map_locality@b2a_w8,scene_b_fixed_partition_mapping,44167,45052,671500,679688,0,0,308998,147,2,3.03770562261343,1.96439669714996,-0.007808685302734375,0.0,1.9062648583784274
case_096,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,36103,36103,601864,601864,0,0,199684,102,3,3.432832783088088,0.0,0.0,0.0,2.3320499681466913
case_096,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,35471,35471,800524,800524,0,0,278022,135,4,6.843465074896812,0.0,0.0,0.0,2.3736009698063207
case_096,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,35471,35471,800524,800524,0,0,278022,135,4,8.76385166682303,0.0,0.0,0.0,2.3736009698063207
case_097,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,11491509,11491509,10584064,10584064,10584064,10584064,0,0,1,0.6869565136730671,0.0,0.0,0.0,1.0
case_097,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,5834394,5834394,10584064,10584064,8880128,8880128,0,0,2,20.26252387277782,0.0,0.0,0.0,1.9696148391760995
case_097,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,4229228,4253566,84049920,86138880,28483584,28483584,27783168,2261,3,45.739403484389186,0.572178731915762,-1.9921875,0.0,2.717164692941596
case_097,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,2869852,2869852,11796480,11796480,7536640,7536640,0,0,4,44.58587764017284,0.0,0.0,0.0,4.0042165937476915
case_097,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,2785187,2809291,81346560,83337216,15310848,15237120,33017856,2687,5,69.95335767418146,0.8580100815472659,-1.8984375,0.0703125,4.125938042939307
case_098,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,177430,177430,0,0,0,0,0,0,1,0.10428431443870068,0.0,0.0,0.0,1.0
case_098,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,94244,94244,1158238,1158238,528404,528404,214562,46,2,3.048160569742322,0.0,0.0,0.0,1.8826662705318111
case_098,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,87935,87943,1214566,1218672,221188,196612,357422,80,3,5.653124768286943,0.009096801337229796,-0.0039157867431640625,0.0234375,2.017740376414397
case_098,4,holdout,inherit_final_k3,recursive_final_winner_inheritance,87935,87943,1214566,1218672,221188,196612,357422,80,3,6.09108179807663,0.009096801337229796,-0.0039157867431640625,0.0234375,2.017740376414397
case_098,5,holdout,inherit_final_k4,recursive_final_winner_inheritance,87935,87943,1214566,1218672,221188,196612,357422,80,3,8.979445151984692,0.009096801337229796,-0.0039157867431640625,0.0234375,2.017740376414397
case_099,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1622999,1622999,5484544,5484544,5484544,5484544,0,0,1,0.5421935953199863,0.0,0.0,0.0,1.0
case_099,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,1559711,1559711,16840960,16840960,9473024,9473024,3662848,1658,2,31.16391653753817,0.0,0.0,0.0,1.0405767478718815
case_099,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,747117,752124,13449600,13612928,2609152,1986560,5382912,2455,3,50.32497536577284,0.6657146959809819,-0.15576171875,0.59375,2.1723491769026806
case_099,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,614461,614461,14012928,14012928,2506752,2506752,5696512,2578,4,62.48377596400678,0.0,0.0,0.0,2.6413376927095453
case_099,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,504123,504179,12529664,12613248,434176,221184,5969024,2733,5,90.54836700111628,0.01110716630403091,-0.0797119140625,0.203125,3.2194504119034444
case_100,1,development,stage1_actual_winner,verified_stage1_global_fallback,151223,151223,0,0,0,0,0,0,1,0.11494750715792179,0.0,0.0,0.0,1.0
case_100,2,development,stage1_actual_winner,verified_stage1_global_fallback,80853,80853,960832,960832,368672,368672,263756,111,2,3.3951214496046305,0.0,0.0,0.0,1.870344947002585
case_100,3,development,map_locality@b2a_w4,scene_b_fixed_partition_mapping,68488,70054,1254304,1356568,229376,229376,327562,167,3,6.168901164084673,2.2354183915265367,-0.09752655029296875,0.0,2.2080218432426117
case_100,4,development,stage1_actual_winner,verified_stage1_global_fallback,67632,67632,1615378,1615378,229376,229376,453508,180,4,10.121612472459674,0.0,0.0,0.0,2.2359681807428435
case_100,5,development,map_locality@b2a_w4,scene_b_fixed_partition_mapping,65477,67632,1487540,1615378,229376,229376,385684,217,5,11.640263702720404,3.1863614856872484,-0.12191581726074219,0.0,2.3095590818149883
