case,cores,graph_sha256,baseline_plan_file_sha256,final_plan_file_sha256,final_source,plan_changed,baseline_legal,final_legal,g1_no_l2_official_calls,g1_l2_official_calls,g2_official_calls,g2_candidate_cache_hits,final_no_l2_source,best_observed_one_core_no_l2_makespan,best_observed_one_core_source_requested_cores,best_observed_one_core_candidate,best_observed_one_core_plan_file_sha256,best_observed_one_core_result_file_sha256,baseline_no_l2_makespan,baseline_no_l2_added_copy_bytes,baseline_no_l2_scheduled_copy_bytes,baseline_no_l2_spill_added_copy_bytes,baseline_no_l2_partition_added_copy_bytes,baseline_no_l2_cross_task_traffic_bytes,baseline_no_l2_cross_core_transfer_count,baseline_no_l2_copy_in_hits,baseline_no_l2_copy_in_misses,baseline_no_l2_cache_hit_bytes,baseline_no_l2_cache_miss_bytes,baseline_no_l2_cache_hit_rate_bytes,baseline_l2_makespan,baseline_l2_added_copy_bytes,baseline_l2_scheduled_copy_bytes,baseline_l2_spill_added_copy_bytes,baseline_l2_partition_added_copy_bytes,baseline_l2_cross_task_traffic_bytes,baseline_l2_cross_core_transfer_count,baseline_l2_copy_in_hits,baseline_l2_copy_in_misses,baseline_l2_cache_hit_bytes,baseline_l2_cache_miss_bytes,baseline_l2_cache_hit_rate_bytes,final_no_l2_makespan,final_no_l2_added_copy_bytes,final_no_l2_scheduled_copy_bytes,final_no_l2_spill_added_copy_bytes,final_no_l2_partition_added_copy_bytes,final_no_l2_cross_task_traffic_bytes,final_no_l2_cross_core_transfer_count,final_no_l2_copy_in_hits,final_no_l2_copy_in_misses,final_no_l2_cache_hit_bytes,final_no_l2_cache_miss_bytes,final_no_l2_cache_hit_rate_bytes,final_l2_makespan,final_l2_added_copy_bytes,final_l2_scheduled_copy_bytes,final_l2_spill_added_copy_bytes,final_l2_partition_added_copy_bytes,final_l2_cross_task_traffic_bytes,final_l2_cross_core_transfer_count,final_l2_copy_in_hits,final_l2_copy_in_misses,final_l2_cache_hit_bytes,final_l2_cache_miss_bytes,final_l2_cache_hit_rate_bytes,hardware_speedup_baseline_mean_of_ratios_member,hardware_speedup_final_mean_of_ratios_member,l2_plan_tuning_speedup_mean_of_ratios_member,no_l2_plan_tuning_speedup_mean_of_ratios_member,hardware_plan_interaction_cycles,baseline_no_l2_parallel_speedup_vs_same_case_k1,baseline_l2_parallel_speedup_vs_same_case_k1,final_no_l2_parallel_speedup_vs_same_case_k1,final_l2_parallel_speedup_vs_same_case_k1,baseline_no_l2_parallel_speedup_vs_best_observed_one_core,final_no_l2_parallel_speedup_vs_best_observed_one_core
case_023,1,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,aa6e813822e96d6a1e60ea550fc498a806911951f3abc724b7d89438f2f8be11,aa6e813822e96d6a1e60ea550fc498a806911951f3abc724b7d89438f2f8be11,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,107149,1,b2a_w4,b65b2df01b680ee12ee6eff8f33157d7757fdb81ec34d24a22ed036514d545b1,197aae00b590ae2269c6b8c628d359fc08da353e0b50fd0ff5ae40fc45648c66,122614,0,443444,0,0,0,0,,,,,,122614,0,443444,0,0,0,0,0,134,0,434122,0.0,122614,0,443444,0,0,0,0,,,,,,122614,0,443444,0,0,0,0,0,134,0,434122,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8738724778573409,0.8738724778573409
case_023,2,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,accf6bad6eb903c3f64dba6c8ffd194be036bd5b7a5a10505f0bc36df006c32b,accf6bad6eb903c3f64dba6c8ffd194be036bd5b7a5a10505f0bc36df006c32b,baseline,False,True,True,0,1,1,0,G1_verified_reuse,107149,1,b2a_w4,b65b2df01b680ee12ee6eff8f33157d7757fdb81ec34d24a22ed036514d545b1,197aae00b590ae2269c6b8c628d359fc08da353e0b50fd0ff5ae40fc45648c66,57858,1109964,1553408,0,1109964,518886,169,,,,,,57858,1109964,1553408,0,1109964,518886,169,27,303,72192,953008,0.07041747951619197,57858,1109964,1553408,0,1109964,518886,169,,,,,,57858,1109964,1553408,0,1109964,518886,169,27,303,72192,953008,0.07041747951619197,1.0,1.0,1.0,1.0,0,2.1192229250924677,2.1192229250924677,2.1192229250924677,2.1192229250924677,1.8519305886826367,1.8519305886826367
case_023,3,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,df50fd0006d6efc582517bcf19729087281a58291c8b69eb9aa7fe6a3ad4885c,df50fd0006d6efc582517bcf19729087281a58291c8b69eb9aa7fe6a3ad4885c,baseline,False,True,True,0,1,1,0,G1_verified_reuse,107149,1,b2a_w4,b65b2df01b680ee12ee6eff8f33157d7757fdb81ec34d24a22ed036514d545b1,197aae00b590ae2269c6b8c628d359fc08da353e0b50fd0ff5ae40fc45648c66,38688,1128212,1571656,0,1128212,516106,164,,,,,,38615,1128212,1571656,0,1128212,516106,164,31,300,92928,953300,0.08882193938606116,38688,1128212,1571656,0,1128212,516106,164,,,,,,38615,1128212,1571656,0,1128212,516106,164,31,300,92928,953300,0.08882193938606116,1.0018904570762657,1.0018904570762657,1.0,1.0,0,3.1693031430934657,3.175294574647158,3.1693031430934657,3.175294574647158,2.7695667907361456,2.7695667907361456
case_023,4,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,26ce634626b0117ebdb18f7ca7259b3979ac2393eb30e76dadb26b2a4b7884ae,26ce634626b0117ebdb18f7ca7259b3979ac2393eb30e76dadb26b2a4b7884ae,baseline,False,True,True,0,1,1,0,G1_verified_reuse,107149,1,b2a_w4,b65b2df01b680ee12ee6eff8f33157d7757fdb81ec34d24a22ed036514d545b1,197aae00b590ae2269c6b8c628d359fc08da353e0b50fd0ff5ae40fc45648c66,32530,1233352,1676796,0,1233352,499812,178,,,,,,30295,1233352,1676796,0,1233352,499812,178,70,315,189696,977966,0.1624579715705401,32530,1233352,1676796,0,1233352,499812,178,,,,,,30295,1233352,1676796,0,1233352,499812,178,70,315,189696,977966,0.1624579715705401,1.0737745502558178,1.0737745502558178,1.0,1.0,0,3.7692591454042423,4.047334543654069,3.7692591454042423,4.047334543654069,3.2938518290808485,3.2938518290808485
case_023,5,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,20b01486fc5696826c92713a87c040f3c4d05ab389207a23429522978fcc7502,20b01486fc5696826c92713a87c040f3c4d05ab389207a23429522978fcc7502,baseline,False,True,True,0,1,1,0,G1_verified_reuse,107149,1,b2a_w4,b65b2df01b680ee12ee6eff8f33157d7757fdb81ec34d24a22ed036514d545b1,197aae00b590ae2269c6b8c628d359fc08da353e0b50fd0ff5ae40fc45648c66,32530,1233352,1676796,0,1233352,499812,178,,,,,,30295,1233352,1676796,0,1233352,499812,178,70,315,189696,977966,0.1624579715705401,32530,1233352,1676796,0,1233352,499812,178,,,,,,30295,1233352,1676796,0,1233352,499812,178,70,315,189696,977966,0.1624579715705401,1.0737745502558178,1.0737745502558178,1.0,1.0,0,3.7692591454042423,4.047334543654069,3.7692591454042423,4.047334543654069,3.2938518290808485,3.2938518290808485
case_024,1,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,3f6ba4b0f374750256c442f6bff12ee90e8c8c76c00655298e84b9a94fbfee98,3f6ba4b0f374750256c442f6bff12ee90e8c8c76c00655298e84b9a94fbfee98,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,2555343,1,b0,a817ca51c0d1ea11677f21d3c8eb02c48a2028c8c1d8bda4441c59b65bcb8952,1971cfac3bbb9ad168d78f108608d1c8b54dec18b8c7d8ebd2111637c28dcaf3,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_024,2,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,7575ea468b2b1b95503e973398a82e06775b29fc6c7fe982dcb65169902b81f8,558341628aa90bbb9eb72e4039adb75ae4e54bef998674eb0812bcb49eece37f,baseline,False,True,True,0,1,0,0,G1_verified_reuse,2555343,1,b0,a817ca51c0d1ea11677f21d3c8eb02c48a2028c8c1d8bda4441c59b65bcb8952,1971cfac3bbb9ad168d78f108608d1c8b54dec18b8c7d8ebd2111637c28dcaf3,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_024,3,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,a4c60b29ca4fa882988fcd0c25a2ea4141ac5009962d58baf54bf79a190a46d6,024c8e47e483e0cc395783bebf87c75cd0b70aa0dcc5287c25170a3874f81899,baseline,False,True,True,0,1,0,0,G1_verified_reuse,2555343,1,b0,a817ca51c0d1ea11677f21d3c8eb02c48a2028c8c1d8bda4441c59b65bcb8952,1971cfac3bbb9ad168d78f108608d1c8b54dec18b8c7d8ebd2111637c28dcaf3,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_024,4,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,1516a8076ea383054198d2b974151207227c6716b693193b6b8cdfd9f40ff5e0,5a0f1ad9a595ac398089ee3093c6d92a3352914e5afc7ee4a1494b8a389a6dcf,baseline,False,True,True,0,1,0,0,G1_verified_reuse,2555343,1,b0,a817ca51c0d1ea11677f21d3c8eb02c48a2028c8c1d8bda4441c59b65bcb8952,1971cfac3bbb9ad168d78f108608d1c8b54dec18b8c7d8ebd2111637c28dcaf3,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_024,5,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,5a416d7a43b6f6e573ee8f48545355e85f6d14bf18e13f549525b06f90123ebc,989a5c821999b17cc1d9b89f6b3d2060708b523a2b79ac1456a6ef3c1068bad2,baseline,False,True,True,0,1,0,0,G1_verified_reuse,2555343,1,b0,a817ca51c0d1ea11677f21d3c8eb02c48a2028c8c1d8bda4441c59b65bcb8952,1971cfac3bbb9ad168d78f108608d1c8b54dec18b8c7d8ebd2111637c28dcaf3,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,2555343,0,393218,0,0,0,0,,,,,,2555343,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_025,1,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,4863026,1,single,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,7ff80078dfebc59e49c37819f220873b652ec238e66b6b2e23bf7d083170264e,4863026,0,8217600,0,0,0,0,,,,,,4863026,0,8217600,0,0,0,0,0,2669,0,4122624,0.0,4863026,0,8217600,0,0,0,0,,,,,,4863026,0,8217600,0,0,0,0,0,2669,0,4122624,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_025,2,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,7b77196c53149c7d50ac2dfbed30f85b6dca4a66ea055e5834969aedd2b3e521,9dddc0ef39f3e3c03bcdd062ac7dbee762f0580242cb1b9d8b26fb70951fa295,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,4863026,1,single,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,7ff80078dfebc59e49c37819f220873b652ec238e66b6b2e23bf7d083170264e,2972392,18301440,26519040,11410944,6890496,2744832,894,,,,,,2972392,18301440,26519040,11410944,6890496,2744832,894,10,6912,15360,14582784,0.0010521885521885522,2841286,17568768,25786368,14452224,3116544,1236480,403,,,,,,2841286,17568768,25786368,14452224,3116544,1236480,403,1,6556,1536,13983744,0.00010982976386600769,1.0,1.0,1.0461431900906843,1.0461431900906843,0,1.636064825904524,1.636064825904524,1.7115580761669187,1.7115580761669187,1.636064825904524,1.7115580761669187
case_025,3,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,f2c16ec8dd40187f4ae4eac0d4e1b37f37258368e3054eca18e1c200911bf8d3,b1610cccd2b8592b4185518eedbcf710cb681c7ed99c863da91523dfb88cf6b6,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,4863026,1,single,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,7ff80078dfebc59e49c37819f220873b652ec238e66b6b2e23bf7d083170264e,2049989,18369024,26586624,10025472,8343552,3317760,1081,,,,,,2049989,18369024,26586624,10025472,8343552,3317760,1081,0,6938,0,14651904,0.0,2046946,18339840,26557440,9065472,9274368,3689472,1202,,,,,,2046946,18339840,26557440,9065472,9274368,3689472,1202,2,6917,3072,14619648,0.0002100840336134454,1.0,1.0,1.0014866049226505,1.0014866049226505,0,2.372220533866279,2.372220533866279,2.375747088589538,2.375747088589538,2.372220533866279,2.375747088589538
case_025,4,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,5b055a2b43cfc60c1538eefbdd859aa3b9b75b7fd9501cf3937014bb68cc0e16,8cdf6d0a8f3554437bcf70efc975a61e481d9aeb9a99c22f389cc03b19980360,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,4863026,1,single,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,7ff80078dfebc59e49c37819f220873b652ec238e66b6b2e23bf7d083170264e,1560638,18659328,26876928,2912256,15747072,6266880,2042,,,,,,1560638,18659328,26876928,2912256,15747072,6266880,2042,53,7179,112128,14946816,0.0074459404324765405,1560638,18037248,26254848,4165632,13871616,5517312,1798,,,,,,1560638,18037248,26254848,4165632,13871616,5517312,1798,8,6939,43008,14516736,0.0029538980905158773,1.0,1.0,1.0,1.0,0,3.116049974433533,3.116049974433533,3.116049974433533,3.116049974433533,3.116049974433533,3.116049974433533
case_025,5,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,02bda3afc8ca92da3acec269f780bf26666cb510dc11ca40237abfafe72901b1,02bda3afc8ca92da3acec269f780bf26666cb510dc11ca40237abfafe72901b1,baseline,False,True,True,0,1,1,0,G1_verified_reuse,4863026,1,single,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd,7ff80078dfebc59e49c37819f220873b652ec238e66b6b2e23bf7d083170264e,975534,264192,8481792,0,264192,67584,22,,,,,,975534,264192,8481792,0,264192,67584,22,5,2710,7680,4311552,0.0017780938833570413,975534,264192,8481792,0,264192,67584,22,,,,,,975534,264192,8481792,0,264192,67584,22,5,2710,7680,4311552,0.0017780938833570413,1.0,1.0,1.0,1.0,0,4.984988734375224,4.984988734375224,4.984988734375224,4.984988734375224,4.984988734375224,4.984988734375224
case_026,1,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,72df6606789136b3baf9eec24a43a369cf39c1f1f97d61801ffdf8d829ab4062,72df6606789136b3baf9eec24a43a369cf39c1f1f97d61801ffdf8d829ab4062,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,96397,1,b1,2d9e3b34349a8fe71f0dabbe60aa3c264fd8f6f443d9e84ba4ddf5d0bda9dc17,441c8957deaf444b9add9c16a899d6e2db83d5a7243bbe7ea7800168cc8c678c,99203,0,528854,0,0,0,0,,,,,,99203,0,528854,0,0,0,0,0,102,0,488886,0.0,99203,0,528854,0,0,0,0,,,,,,99203,0,528854,0,0,0,0,0,102,0,488886,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9717145650837172,0.9717145650837172
case_026,2,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,5c68e0680b202cd26c31715c68276cf458c40b811950d0e568e12ac7876c3bfe,ab0eed0f98586af328a3b310d4c1c3a9b52431627214a6a2562e10b87f6721ec,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,96397,1,b1,2d9e3b34349a8fe71f0dabbe60aa3c264fd8f6f443d9e84ba4ddf5d0bda9dc17,441c8957deaf444b9add9c16a899d6e2db83d5a7243bbe7ea7800168cc8c678c,64737,1162372,1691226,218624,943748,317186,59,,,,,,64737,1162372,1691226,218624,943748,317186,59,39,170,358528,890808,0.2869748410355581,63867,1124744,1653598,448000,676744,211076,44,,,,,,63633,1124744,1653598,448000,676744,211076,44,36,165,336512,883002,0.27593943160964124,1.0,1.0036773372306822,1.0173494884729621,1.0136220583399878,234,1.532400327478876,1.532400327478876,1.5532747741400097,1.5589866892964341,1.489055717750282,1.5093397216089686
case_026,3,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,2d3b3a1f542d5c293babf86ed05d6f9176d2d110c177025abb0ae34b515aa8b6,da7541e21e2c56f31545eb081c192b01fac0efbb7d790fd093eb6a02a5209618,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,96397,1,b1,2d9e3b34349a8fe71f0dabbe60aa3c264fd8f6f443d9e84ba4ddf5d0bda9dc17,441c8957deaf444b9add9c16a899d6e2db83d5a7243bbe7ea7800168cc8c678c,54100,1137420,1666274,98304,1039116,360198,79,,,,,,52720,1137420,1666274,98304,1039116,360198,79,39,186,292096,924860,0.24002182494683455,53226,1301260,1830114,172032,1129228,409350,84,,,,,,52354,1301260,1830114,172032,1129228,409350,84,43,193,318720,980156,0.24538139129524297,1.0261760242792108,1.0166558429155366,1.006990869847576,1.0164205463495284,-508,1.8336968576709796,1.881695751138088,1.8638071619133507,1.8948504412270313,1.7818299445471348,1.811088565738549
case_026,4,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,724c0e32e011a58ac8edad9aa9b61e7aff589e387d05dd67bc8edb543dae0dad,3522a2553ebf92e43b7082c124dbe30ff08eded1328c145798007f19b60a9b3c,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,96397,1,b1,2d9e3b34349a8fe71f0dabbe60aa3c264fd8f6f443d9e84ba4ddf5d0bda9dc17,441c8957deaf444b9add9c16a899d6e2db83d5a7243bbe7ea7800168cc8c678c,54100,1137420,1666274,98304,1039116,360198,79,,,,,,52720,1137420,1666274,98304,1039116,360198,79,39,186,292096,924860,0.24002182494683455,53226,1301260,1830114,172032,1129228,409350,84,,,,,,52354,1301260,1830114,172032,1129228,409350,84,43,193,318720,980156,0.24538139129524297,1.0261760242792108,1.0166558429155366,1.006990869847576,1.0164205463495284,-508,1.8336968576709796,1.881695751138088,1.8638071619133507,1.8948504412270313,1.7818299445471348,1.811088565738549
case_026,5,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,f3f8f720c635b421d1578d3a48a180a1a7cec8298793f305eaa97041929d05f0,a48b5355a9755797827e8ceb4f3d2a54c7964c3be232d5fe6066b4bae608c939,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,96397,1,b1,2d9e3b34349a8fe71f0dabbe60aa3c264fd8f6f443d9e84ba4ddf5d0bda9dc17,441c8957deaf444b9add9c16a899d6e2db83d5a7243bbe7ea7800168cc8c678c,54100,1137420,1666274,98304,1039116,360198,79,,,,,,52720,1137420,1666274,98304,1039116,360198,79,39,186,292096,924860,0.24002182494683455,53226,1301260,1830114,172032,1129228,409350,84,,,,,,52354,1301260,1830114,172032,1129228,409350,84,43,193,318720,980156,0.24538139129524297,1.0261760242792108,1.0166558429155366,1.006990869847576,1.0164205463495284,-508,1.8336968576709796,1.881695751138088,1.8638071619133507,1.8948504412270313,1.7818299445471348,1.811088565738549
case_027,1,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,795174b3004f23842aeac7961da65580892080295f6415d4f180741be99b0bec,795174b3004f23842aeac7961da65580892080295f6415d4f180741be99b0bec,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,2230721,1,b1,1f1c999fc8528f185c9e829c325f4f9b53925db900b458f1d26155022f654894,7f636b85b7caf1039ebe9c5123e5196c554f3991e78569fdcd52a956380f3669,2363952,1400832,3440640,1400832,0,0,0,,,,,,2359515,1400832,3440640,1400832,0,0,0,213,489,872448,2371584,0.2689393939393939,2363952,1400832,3440640,1400832,0,0,0,,,,,,2359515,1400832,3440640,1400832,0,0,0,213,489,872448,2371584,0.2689393939393939,1.0018804711985303,1.0018804711985303,1.0,1.0,0,1.0,1.0,1.0,1.0,0.943640564613833,0.943640564613833
case_027,2,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,c0791d300d0dcb880ea17e8b967a295ea730add0bc932972221985d6bbb687a6,2a7c211bec2e431a99c3126b33e2fb0aaddc8785fa2d28f0a29e3cb5c15fd48b,baseline,False,True,True,0,1,1,0,G1_verified_reuse,2230721,1,b1,1f1c999fc8528f185c9e829c325f4f9b53925db900b458f1d26155022f654894,7f636b85b7caf1039ebe9c5123e5196c554f3991e78569fdcd52a956380f3669,1120962,1744896,3784704,638976,1105920,0,0,,,,,,1120962,1744896,3784704,638976,1105920,0,0,78,618,319488,3268608,0.08904109589041095,1120962,1744896,3784704,638976,1105920,0,0,,,,,,1120962,1744896,3784704,638976,1105920,0,0,78,618,319488,3268608,0.08904109589041095,1.0,1.0,1.0,1.0,0,2.10886006840553,2.1049018610800365,2.10886006840553,2.1049018610800365,1.9900059056417612,1.9900059056417612
case_027,3,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,1dbef9609aa80ac72108e3a5bbf73bda929669ce8aa965b62a469424d7afc7fe,a67a74a987fcb28bb43d02d7471b22fbddeac3f5376b19b81f0dd3db52239517,baseline,False,True,True,0,1,1,0,G1_verified_reuse,2230721,1,b1,1f1c999fc8528f185c9e829c325f4f9b53925db900b458f1d26155022f654894,7f636b85b7caf1039ebe9c5123e5196c554f3991e78569fdcd52a956380f3669,744579,3883008,5922816,0,3883008,98304,8,,,,,,744579,3883008,5922816,0,3883008,98304,8,433,655,2115584,3512320,0.37590975254730713,744579,3883008,5922816,0,3883008,98304,8,,,,,,744579,3883008,5922816,0,3883008,98304,8,433,655,2115584,3512320,0.37590975254730713,1.0,1.0,1.0,1.0,0,3.174884062000137,3.1689249898264658,3.174884062000137,3.1689249898264658,2.995949388849269,2.995949388849269
case_027,4,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,8c404abe83e94c1b7508f9d1b384d41ff5790821af6858e42abeb6908c104db5,110445d632859f7e934963a094b70f825944f824a010c6f1015051af8477973d,baseline,False,True,True,0,1,1,0,G1_verified_reuse,2230721,1,b1,1f1c999fc8528f185c9e829c325f4f9b53925db900b458f1d26155022f654894,7f636b85b7caf1039ebe9c5123e5196c554f3991e78569fdcd52a956380f3669,559196,3317760,5357568,0,3317760,0,0,,,,,,559196,3317760,5357568,0,3317760,0,0,0,900,0,5160960,0.0,559196,3317760,5357568,0,3317760,0,0,,,,,,559196,3317760,5357568,0,3317760,0,0,0,900,0,5160960,0.0,1.0,1.0,1.0,1.0,0,4.227412213249022,4.21947760713596,4.227412213249022,4.21947760713596,3.9891576477657207,3.9891576477657207
case_027,5,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,d35f3c868d43055cb1cdbfb885acd44622935ad4bd248a12efd53de24efcaafa,94e113c108338540ce9d3913ca078d194ae680fd7d2d90c299a342a3b42e3c0b,baseline,False,True,True,0,1,1,0,G1_verified_reuse,2230721,1,b1,1f1c999fc8528f185c9e829c325f4f9b53925db900b458f1d26155022f654894,7f636b85b7caf1039ebe9c5123e5196c554f3991e78569fdcd52a956380f3669,559196,3317760,5357568,0,3317760,0,0,,,,,,559196,3317760,5357568,0,3317760,0,0,0,900,0,5160960,0.0,559196,3317760,5357568,0,3317760,0,0,,,,,,559196,3317760,5357568,0,3317760,0,0,0,900,0,5160960,0.0,1.0,1.0,1.0,1.0,0,4.227412213249022,4.21947760713596,4.227412213249022,4.21947760713596,3.9891576477657207,3.9891576477657207
case_028,1,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,d987ac1dfa4f0a2dfb2368b3f01660689355e74c99c9b7c2c84696b3fdadeb73,d987ac1dfa4f0a2dfb2368b3f01660689355e74c99c9b7c2c84696b3fdadeb73,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,40810944,1,b2a_w16,110fece6601de3dedae65617ed1ddb293986c4c1ef3c6cf9d3c36e6acdcf78b5,205f444485bf7aa1dbea4728ae4892f60ec02ca58cadf74bf4fa32e010c1064c,43836040,277412256,283320864,277412256,0,0,0,,,,,,43836040,277412256,283320864,277412256,0,0,0,0,8497,0,278067744,0.0,43836040,277412256,283320864,277412256,0,0,0,,,,,,43836040,277412256,283320864,277412256,0,0,0,0,8497,0,278067744,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9309906643027062,0.9309906643027062
case_028,2,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,24df3cf9e16cc4738e8ee3d80eb83d9189e33f3ddba1633d10a78ed417537f92,24df3cf9e16cc4738e8ee3d80eb83d9189e33f3ddba1633d10a78ed417537f92,baseline,False,True,True,0,1,0,0,G1_verified_reuse,40810944,1,b2a_w16,110fece6601de3dedae65617ed1ddb293986c4c1ef3c6cf9d3c36e6acdcf78b5,205f444485bf7aa1dbea4728ae4892f60ec02ca58cadf74bf4fa32e010c1064c,20313124,33610752,39519360,12192768,21417984,9639936,1491,,,,,,20306800,33610752,39519360,12192768,21417984,9639936,1491,50,3129,2136168,19766808,0.0975286645979067,20313124,33610752,39519360,12192768,21417984,9639936,1491,,,,,,20306800,33610752,39519360,12192768,21417984,9639936,1491,50,3129,2136168,19766808,0.0975286645979067,1.000311422774637,1.000311422774637,1.0,1.0,0,2.1580156749892336,2.158687730218449,2.1580156749892336,2.158687730218449,2.0090924468338796,2.0090924468338796
