case,cores,graph_sha256,baseline_plan_file_sha256,final_plan_file_sha256,final_source,plan_changed,baseline_legal,final_legal,g1_no_l2_official_calls,g1_l2_official_calls,g2_official_calls,g2_candidate_cache_hits,final_no_l2_source,best_observed_one_core_no_l2_makespan,best_observed_one_core_source_requested_cores,best_observed_one_core_candidate,best_observed_one_core_plan_file_sha256,best_observed_one_core_result_file_sha256,baseline_no_l2_makespan,baseline_no_l2_added_copy_bytes,baseline_no_l2_scheduled_copy_bytes,baseline_no_l2_spill_added_copy_bytes,baseline_no_l2_partition_added_copy_bytes,baseline_no_l2_cross_task_traffic_bytes,baseline_no_l2_cross_core_transfer_count,baseline_no_l2_copy_in_hits,baseline_no_l2_copy_in_misses,baseline_no_l2_cache_hit_bytes,baseline_no_l2_cache_miss_bytes,baseline_no_l2_cache_hit_rate_bytes,baseline_l2_makespan,baseline_l2_added_copy_bytes,baseline_l2_scheduled_copy_bytes,baseline_l2_spill_added_copy_bytes,baseline_l2_partition_added_copy_bytes,baseline_l2_cross_task_traffic_bytes,baseline_l2_cross_core_transfer_count,baseline_l2_copy_in_hits,baseline_l2_copy_in_misses,baseline_l2_cache_hit_bytes,baseline_l2_cache_miss_bytes,baseline_l2_cache_hit_rate_bytes,final_no_l2_makespan,final_no_l2_added_copy_bytes,final_no_l2_scheduled_copy_bytes,final_no_l2_spill_added_copy_bytes,final_no_l2_partition_added_copy_bytes,final_no_l2_cross_task_traffic_bytes,final_no_l2_cross_core_transfer_count,final_no_l2_copy_in_hits,final_no_l2_copy_in_misses,final_no_l2_cache_hit_bytes,final_no_l2_cache_miss_bytes,final_no_l2_cache_hit_rate_bytes,final_l2_makespan,final_l2_added_copy_bytes,final_l2_scheduled_copy_bytes,final_l2_spill_added_copy_bytes,final_l2_partition_added_copy_bytes,final_l2_cross_task_traffic_bytes,final_l2_cross_core_transfer_count,final_l2_copy_in_hits,final_l2_copy_in_misses,final_l2_cache_hit_bytes,final_l2_cache_miss_bytes,final_l2_cache_hit_rate_bytes,hardware_speedup_baseline_mean_of_ratios_member,hardware_speedup_final_mean_of_ratios_member,l2_plan_tuning_speedup_mean_of_ratios_member,no_l2_plan_tuning_speedup_mean_of_ratios_member,hardware_plan_interaction_cycles,baseline_no_l2_parallel_speedup_vs_same_case_k1,baseline_l2_parallel_speedup_vs_same_case_k1,final_no_l2_parallel_speedup_vs_same_case_k1,final_l2_parallel_speedup_vs_same_case_k1,baseline_no_l2_parallel_speedup_vs_best_observed_one_core,final_no_l2_parallel_speedup_vs_best_observed_one_core
case_088,1,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,e4a76454d8084136fa297dd748542420e09ee0df4ab8bbf2eb2aa505357853f5,e4a76454d8084136fa297dd748542420e09ee0df4ab8bbf2eb2aa505357853f5,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,240108,1,b2a_w16,2e92aa46b165ce956c0a55ecc6bbba4fe50a53a8b374fa8cc147ccac8a2aa737,accd4997d601493b2e0f96cdb1ba8fbd8e05dc2a7de8568aa8564ae12cbf8b48,243623,0,1829798,0,0,0,0,,,,,,243623,0,1829798,0,0,0,0,0,234,0,1829730,0.0,243623,0,1829798,0,0,0,0,,,,,,243623,0,1829798,0,0,0,0,0,234,0,1829730,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9855719698058065,0.9855719698058065
case_088,2,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,8a91e14e128f4d31bc9b4dfbc8f0792fd8b9bb8dc9540a678b160792a875b423,9ee095a0607831f8cb837164aeabdac17d663464246d9e76889354826331ea4e,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,240108,1,b2a_w16,2e92aa46b165ce956c0a55ecc6bbba4fe50a53a8b374fa8cc147ccac8a2aa737,accd4997d601493b2e0f96cdb1ba8fbd8e05dc2a7de8568aa8564ae12cbf8b48,135090,1448280,3278078,0,1448280,462698,336,,,,,,135073,1448280,3278078,0,1448280,462698,336,42,578,350852,2464460,0.12462277715578238,135030,1439448,3269246,0,1439448,459818,346,,,,,,134506,1439448,3269246,0,1439448,459818,346,42,587,389252,2420108,0.1385554005182675,1.0001258578694483,1.0038957369931454,1.0042154253341857,1.0004443457009553,507,1.8034125397882892,1.8036395134482834,1.8042138783973931,1.811242621147012,1.7773928492116366,1.7781826260830926
case_088,3,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,b51acbbad1d580f869abe4526ee3fdc39b9bfbd9b46dd1e935ab8b81c98a46c4,b51acbbad1d580f869abe4526ee3fdc39b9bfbd9b46dd1e935ab8b81c98a46c4,baseline,False,True,True,0,1,1,0,G1_verified_reuse,240108,1,b2a_w16,2e92aa46b165ce956c0a55ecc6bbba4fe50a53a8b374fa8cc147ccac8a2aa737,accd4997d601493b2e0f96cdb1ba8fbd8e05dc2a7de8568aa8564ae12cbf8b48,103380,2190628,4020426,0,2190628,566030,437,,,,,,100296,2190628,4020426,0,2190628,566030,437,129,633,1081032,2373296,0.31295001516937593,103380,2190628,4020426,0,2190628,566030,437,,,,,,100296,2190628,4020426,0,2190628,566030,437,129,633,1081032,2373296,0.31295001516937593,1.0307489830102896,1.0307489830102896,1.0,1.0,0,2.3565776745985683,2.4290400414772275,2.3565776745985683,2.4290400414772275,2.322576900754498,2.322576900754498
case_088,4,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,8a173c4484055a0cde264eda89391f3487aa8a4fa2d552774cab9bb5b769136f,4d184eb5e62ff622206bc60369059371722ba6a28896ac7e148326b64ab4aff4,baseline,True,True,True,0,1,2,0,new_official_evaluation,240108,1,b2a_w16,2e92aa46b165ce956c0a55ecc6bbba4fe50a53a8b374fa8cc147ccac8a2aa737,accd4997d601493b2e0f96cdb1ba8fbd8e05dc2a7de8568aa8564ae12cbf8b48,89258,2328100,4157898,0,2328100,610188,503,,,,,,82429,2328100,4157898,0,2328100,610188,503,155,680,619852,2927790,0.17472225213254325,88206,2328100,4157898,0,2328100,610188,503,,,,,,80351,2328100,4157898,0,2328100,610188,503,157,678,601420,2946222,0.16952668843135807,1.0828470562544736,1.0977585842117707,1.025861532526042,1.0119266263066005,1026,2.7294248134620984,2.955549624525349,2.7619776432442236,3.0319846672723427,2.6900445898406864,2.7221277464118088
case_088,5,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,837c430a28b3e552b5feb73f6610e5ba9a8f7855a249c2234cee44a29a92cef8,837c430a28b3e552b5feb73f6610e5ba9a8f7855a249c2234cee44a29a92cef8,baseline,False,True,True,0,1,2,0,G1_verified_reuse,240108,1,b2a_w16,2e92aa46b165ce956c0a55ecc6bbba4fe50a53a8b374fa8cc147ccac8a2aa737,accd4997d601493b2e0f96cdb1ba8fbd8e05dc2a7de8568aa8564ae12cbf8b48,81894,2269000,4098798,0,2269000,610332,539,,,,,,76993,2269000,4098798,0,2269000,610332,539,186,685,544272,2944126,0.15602348126561247,81894,2269000,4098798,0,2269000,610332,539,,,,,,76993,2269000,4098798,0,2269000,610332,539,186,685,544272,2944126,0.15602348126561247,1.0636551374800307,1.0636551374800307,1.0,1.0,0,2.9748577429359906,3.1642227215461145,2.9748577429359906,3.1642227215461145,2.9319364055974795,2.9319364055974795
case_089,1,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,137963c26643e06da4dac2fdc3998fececcc67d6a8201593698ea4c92d8b37f4,137963c26643e06da4dac2fdc3998fececcc67d6a8201593698ea4c92d8b37f4,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,675004,1,b2a_w16,aabeb246fc8303dd8a4410ef46a619aa14aeb17b248c15187dd3dd5207271a5c,3422b24ae7c6f7a508745b9e69e4481893a819953a5c1524ff203da60a563d99,693092,0,566400,0,0,0,0,,,,,,693092,0,566400,0,0,0,0,0,94,0,402560,0.0,693092,0,566400,0,0,0,0,,,,,,693092,0,566400,0,0,0,0,0,94,0,402560,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9739024545082038,0.9739024545082038
case_089,2,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,df5edb867928f0024bd731911dd8c3238cf9cbd70547f84865342e844275c4ec,01c99e1469307a1a417b6886cc1db66dadc6a314b107e77cb4fc9a3fb923634a,baseline,False,True,True,0,1,1,0,G1_verified_reuse,675004,1,b2a_w16,aabeb246fc8303dd8a4410ef46a619aa14aeb17b248c15187dd3dd5207271a5c,3422b24ae7c6f7a508745b9e69e4481893a819953a5c1524ff203da60a563d99,339435,295552,861952,0,295552,30720,70,,,,,,339435,295552,861952,0,295552,30720,70,24,193,103648,563744,0.1553030303030303,339435,295552,861952,0,295552,30720,70,,,,,,339435,295552,861952,0,295552,30720,70,24,193,103648,563744,0.1553030303030303,1.0,1.0,1.0,1.0,0,2.0418990381074433,2.0418990381074433,2.0418990381074433,2.0418990381074433,1.9886104850707793,1.9886104850707793
case_089,3,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,7b7bac62a7877de5b7f4e8b826dbb9fc0583b9eb5b1445f4a37c30c1c8b84df3,7db90f72eddeab9937dda54e55fd7ffbb6ee415335e9b2fe95c079a80619884d,baseline,False,True,True,0,1,1,0,G1_verified_reuse,675004,1,b2a_w16,aabeb246fc8303dd8a4410ef46a619aa14aeb17b248c15187dd3dd5207271a5c,3422b24ae7c6f7a508745b9e69e4481893a819953a5c1524ff203da60a563d99,226846,2037504,2603904,0,2037504,784640,453,,,,,,226846,2037504,2603904,0,2037504,784640,453,109,544,473656,1181768,0.28612367586793475,226846,2037504,2603904,0,2037504,784640,453,,,,,,226846,2037504,2603904,0,2037504,784640,453,109,544,473656,1181768,0.28612367586793475,1.0,1.0,1.0,1.0,0,3.055341509217707,3.055341509217707,3.055341509217707,3.055341509217707,2.975604595187925,2.975604595187925
case_089,4,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,09784b537b2b5f96451bd56cb782fe5ee8c8a10b234ba29d14bb2d6993a9a976,8d4151fa720dda1177413262ac46d0eed290fd2479dfbc6e27ba68fc53856dcf,baseline,True,True,True,0,1,1,0,new_official_evaluation,675004,1,b2a_w16,aabeb246fc8303dd8a4410ef46a619aa14aeb17b248c15187dd3dd5207271a5c,3422b24ae7c6f7a508745b9e69e4481893a819953a5c1524ff203da60a563d99,170137,1575296,2141696,0,1575296,436480,375,,,,,,170137,1575296,2141696,0,1575296,436480,375,107,521,486744,1054632,0.3157853761833582,170137,1575296,2141696,0,1575296,436480,375,,,,,,170137,1575296,2141696,0,1575296,436480,375,107,521,486744,1054632,0.3157853761833582,1.0,1.0,1.0,1.0,0,4.073728818540353,4.073728818540353,4.073728818540353,4.073728818540353,3.967414495377255,3.967414495377255
case_089,5,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,3ec60f392a15d9b53ac0d7e944176ade70a5c18330460e25db9b4aaba7476069,9b5a47641b1fa314736dbc91cca0422d082e093cb0db913343043c2192c65a04,baseline,False,True,True,0,1,0,0,G1_verified_reuse,675004,1,b2a_w16,aabeb246fc8303dd8a4410ef46a619aa14aeb17b248c15187dd3dd5207271a5c,3422b24ae7c6f7a508745b9e69e4481893a819953a5c1524ff203da60a563d99,137328,954880,1521280,0,954880,0,0,,,,,,137328,954880,1521280,0,954880,0,0,0,310,0,1357440,0.0,137328,954880,1521280,0,954880,0,0,,,,,,137328,954880,1521280,0,954880,0,0,0,310,0,1357440,0.0,1.0,1.0,1.0,1.0,0,5.04698240708377,5.04698240708377,5.04698240708377,5.04698240708377,4.915268554118606,4.915268554118606
case_090,1,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,52828aaeac47b2ef8da5b3993a2c969b3366f0cf3a44bf11f2fe6f166b7128e9,52828aaeac47b2ef8da5b3993a2c969b3366f0cf3a44bf11f2fe6f166b7128e9,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,900221,1,b2a_w16,ac801116dc847f7d0503adc697afffb9b694a6abc9babe99918e36214d47e00c,99dbb5541dda52fa4121b78700d2e5ba34d2007cfd4250ae27c3121e27621483,1178363,21233592,23461944,21233592,0,0,0,,,,,,1178363,21233592,23461944,21233592,0,0,0,0,659,0,23365560,0.0,1178363,21233592,23461944,21233592,0,0,0,,,,,,1178363,21233592,23461944,21233592,0,0,0,0,659,0,23365560,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.7639589837766461,0.7639589837766461
case_090,2,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,342e96eaacafcf88d96be0c0ce98fa18a96e48d1ab6e25709439a0e5080ad44e,342e96eaacafcf88d96be0c0ce98fa18a96e48d1ab6e25709439a0e5080ad44e,baseline,False,True,True,0,1,1,0,G1_verified_reuse,900221,1,b2a_w16,ac801116dc847f7d0503adc697afffb9b694a6abc9babe99918e36214d47e00c,99dbb5541dda52fa4121b78700d2e5ba34d2007cfd4250ae27c3121e27621483,457842,4480896,6709248,2044032,2436864,144192,160,,,,,,457807,4480896,6709248,2044032,2436864,144192,160,52,276,1810152,4670424,0.2793196160341303,457842,4480896,6709248,2044032,2436864,144192,160,,,,,,457807,4480896,6709248,2044032,2436864,144192,160,52,276,1810152,4670424,0.2793196160341303,1.0000764514304064,1.0000764514304064,1.0,1.0,0,2.573732859807532,2.573929625366148,2.573732859807532,2.573929625366148,1.966226340091123,1.966226340091123
case_090,3,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,1cebd7129a01906709739958648376e3b7a460f0e85e91bc9f8c442399b77e52,2f6969683fab9b11bfcea30b67253790915d7ee6d6f0dfed01da72571b3229d4,mapping_balanced_one_move,True,True,True,0,1,2,0,new_official_evaluation,900221,1,b2a_w16,ac801116dc847f7d0503adc697afffb9b694a6abc9babe99918e36214d47e00c,99dbb5541dda52fa4121b78700d2e5ba34d2007cfd4250ae27c3121e27621483,338995,6867840,9096192,2047872,4819968,261504,194,,,,,,324546,6867840,9096192,2047872,4819968,261504,194,91,308,2498256,6285744,0.2844098360655738,337258,6371712,8600064,2047872,4323840,262272,198,,,,,,314383,6371712,8600064,2047872,4323840,262272,198,97,303,3244752,5042352,0.3915423289004217,1.0445206534666889,1.072761567896483,1.0323268115642386,1.0051503596653006,8426,3.4760483192967446,3.6308042619536214,3.4939512183550874,3.74817658715643,2.65555834156846,2.6692354221397268
case_090,4,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,8f445d49740975f39c12af359b67b2dca7421b0e68d2e360f112c0e87d59d666,79331df244223fe818f55d656a141366c39039316fa5592d938482321fea2819,baseline,True,True,True,0,1,0,0,new_official_evaluation,900221,1,b2a_w16,ac801116dc847f7d0503adc697afffb9b694a6abc9babe99918e36214d47e00c,99dbb5541dda52fa4121b78700d2e5ba34d2007cfd4250ae27c3121e27621483,331069,12221280,14449632,5318880,6902400,228480,171,,,,,,295220,12221280,14449632,5318880,6902400,228480,171,164,336,5497920,8662944,0.38824749676290937,275406,6902400,9130752,0,6902400,228480,171,,,,,,269062,6902400,9130752,0,6902400,228480,171,127,273,3119328,5743008,0.35197582217600415,1.1214314748323284,1.023578208739993,1.0972192282819573,1.2021125175195893,-29505,3.5592671014199455,3.9914741548675563,4.278639535812582,4.379522191911158,2.7191340777904305,3.268705111725961
case_090,5,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,1c3e628da5c0aa4abe280228d668f69513474b3e710f0dccf8a5cd67041596c1,639dc54b7965b84db1dfcb81645c002ca7eb3d6260af936d2ccfdaf620a5fee2,baseline,True,True,True,0,1,0,0,new_official_evaluation,900221,1,b2a_w16,ac801116dc847f7d0503adc697afffb9b694a6abc9babe99918e36214d47e00c,99dbb5541dda52fa4121b78700d2e5ba34d2007cfd4250ae27c3121e27621483,331069,12221280,14449632,5318880,6902400,228480,171,,,,,,295220,12221280,14449632,5318880,6902400,228480,171,164,336,5497920,8662944,0.38824749676290937,275406,6902400,9130752,0,6902400,228480,171,,,,,,269062,6902400,9130752,0,6902400,228480,171,127,273,3119328,5743008,0.35197582217600415,1.1214314748323284,1.023578208739993,1.0972192282819573,1.2021125175195893,-29505,3.5592671014199455,3.9914741548675563,4.278639535812582,4.379522191911158,2.7191340777904305,3.268705111725961
case_091,1,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,83059801f17b3e1453a3883bd33063fd1742348321deba9e6d65bcaa13888b7b,83059801f17b3e1453a3883bd33063fd1742348321deba9e6d65bcaa13888b7b,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,9161747,1,b1,d32040ddbc6c730d46b97b7fdf871780e418c96acaf4bb47bd99f3491ad87f90,b43e5e0afd88c2a9afef57bc6ca1d26e10de4af98b1d7d3c74b5e9480f871fd0,9186769,53947008,60524664,53947008,0,0,0,,,,,,9168820,53947008,60524664,53947008,0,0,0,1489,13970,6374016,54108672,0.10538579237748164,9186769,53947008,60524664,53947008,0,0,0,,,,,,9168820,53947008,60524664,53947008,0,0,0,1489,13970,6374016,54108672,0.10538579237748164,1.001957612866214,1.001957612866214,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9972763002966549,0.9972763002966549
case_091,2,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,1adb180ba487d506ab0e9f9826f1dd39bb61a3da3c7a604d0eb7f0239cd44d6e,1adb180ba487d506ab0e9f9826f1dd39bb61a3da3c7a604d0eb7f0239cd44d6e,baseline,False,True,True,0,1,1,0,G1_verified_reuse,9161747,1,b1,d32040ddbc6c730d46b97b7fdf871780e418c96acaf4bb47bd99f3491ad87f90,b43e5e0afd88c2a9afef57bc6ca1d26e10de4af98b1d7d3c74b5e9480f871fd0,5702896,52064896,58642552,42861184,9203712,1935360,630,,,,,,5690664,52064896,58642552,42861184,9203712,1935360,630,1499,12531,5935584,48447136,0.10914466948324762,5702896,52064896,58642552,42861184,9203712,1935360,630,,,,,,5690664,52064896,58642552,42861184,9203712,1935360,630,1499,12531,5935584,48447136,0.10914466948324762,1.002149485543339,1.002149485543339,1.0,1.0,0,1.6108954117346694,1.6112038946597445,1.6108954117346694,1.6112038946597445,1.6065078163796078,1.6065078163796078
case_091,3,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,6a39ffb459d7be31c79f4cdad646037a72eab3c9e2d0456ff57d5e28b8586118,6bcecdf0e1bfae3802a8d40e1b6cadcc7dfa1e14246ed68bc904b25fa4a28685,baseline,True,True,True,0,1,1,0,new_official_evaluation,9161747,1,b1,d32040ddbc6c730d46b97b7fdf871780e418c96acaf4bb47bd99f3491ad87f90,b43e5e0afd88c2a9afef57bc6ca1d26e10de4af98b1d7d3c74b5e9480f871fd0,4650425,144634984,151212640,47896672,96738312,47410180,15409,,,,,,4645072,144634984,151212640,47896672,96738312,47410180,15409,217,24666,1329664,81121380,0.016126709080845597,4630910,144522632,151100288,47784320,96738312,47410180,15409,,,,,,4629475,144522632,151100288,47784320,96738312,47410180,15409,296,24568,1639776,80755236,0.01990139888565099,1.001152404096212,1.0003099703530098,1.0033690645267552,1.004214074555541,-3918,1.9754686937215415,1.9738811368262967,1.9837934660790213,1.9805312697444095,1.9700881102264847,1.9783902084039637
case_091,4,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,c524339e49023692f1085e19a04f2e9d460351a3058c4c6e49b1ffe6eeb03b2f,7b2197e4c89ed793684d101dee9ce066a35b2528cb3d45f6fe0576ba2784cc1a,baseline,True,True,True,0,1,1,0,new_official_evaluation,9161747,1,b1,d32040ddbc6c730d46b97b7fdf871780e418c96acaf4bb47bd99f3491ad87f90,b43e5e0afd88c2a9afef57bc6ca1d26e10de4af98b1d7d3c74b5e9480f871fd0,4022789,141415884,147993540,41697216,99718668,48422918,15741,,,,,,4002793,141415884,147993540,41697216,99718668,48422918,15741,246,23872,2896608,77125862,0.0361974330459932,4007813,140937900,147515556,41219232,99718668,48422918,15741,,,,,,3976008,140937900,147515556,41219232,99718668,48422918,15741,232,23859,2521440,77028166,0.03169644862854506,1.0049955118838272,1.0079992293778082,1.00673665646548,1.0037367012882088,11809,2.283681545315949,2.2906055846505176,2.2922149810881893,2.306036607572218,2.277461482568437,2.2859716758241966
case_091,5,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,a4f5b1a8d99a4f2043457932f24df5aa1bd4c12ef9604b46c1dbbde821e9d38c,a3eb8fd90dfe0ded1ae25f5c5df29ca44a4156d2dff0c73adb3463dba76bd42e,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,9161747,1,b1,d32040ddbc6c730d46b97b7fdf871780e418c96acaf4bb47bd99f3491ad87f90,b43e5e0afd88c2a9afef57bc6ca1d26e10de4af98b1d7d3c74b5e9480f871fd0,3126021,46014084,52591740,23471232,22542852,3259394,1062,,,,,,3122835,46014084,52591740,23471232,22542852,3259394,1062,2904,9815,9705760,38134626,0.2028779617288205,3125985,46076040,52653696,24054912,22021128,3265540,1065,,,,,,3122568,46076040,52653696,24054912,22021128,3265540,1065,2788,9965,9146656,38755684,0.1909438244561748,1.001020226813136,1.0010942916215115,1.0000855065446133,1.0000115163700403,231,2.938805913331996,2.9360564999431604,2.9388397577083705,2.9363075519892603,2.9308014885376648,2.9308352407321214
case_092,1,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,35b11588f2a2679e2c867d9bb4df228a8dd6e831edddf66fa52151ea365eee72,35b11588f2a2679e2c867d9bb4df228a8dd6e831edddf66fa52151ea365eee72,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,4016752,1,b2a_w8,e56af71dc2e1ade63f58dc88fd38a5a868d95849f75fa57448c8fbdec2974dcf,46193e1fbae05f0d5f5bcfb9e0bd28365b60d4f80646e2115a22e214152166fa,4815554,66000096,69257024,66000096,0,0,0,,,,,,4333631,66000096,69257024,66000096,0,0,0,4463,1040,52970464,13780832,0.7935495964003455,4815554,66000096,69257024,66000096,0,0,0,,,,,,4333631,66000096,69257024,66000096,0,0,0,4463,1040,52970464,13780832,0.7935495964003455,1.111205361047122,1.111205361047122,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8341204355718989,0.8341204355718989
case_092,2,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,53b5f676d1e15b142b37ed658a8a121f64a26211df79ac412afb2799407fd5ee,c7f60038fa5184618671c41d7d0b4b231f42955aefa4d825b2a6039cd117cfd8,baseline,False,True,True,0,1,0,0,G1_verified_reuse,4016752,1,b2a_w8,e56af71dc2e1ade63f58dc88fd38a5a868d95849f75fa57448c8fbdec2974dcf,46193e1fbae05f0d5f5bcfb9e0bd28365b60d4f80646e2115a22e214152166fa,2015242,5567072,8824000,4636672,930400,0,0,,,,,,2015242,5567072,8824000,4636672,930400,0,0,0,836,0,5342400,0.0,2015242,5567072,8824000,4636672,930400,0,0,,,,,,2015242,5567072,8824000,4636672,930400,0,0,0,836,0,5342400,0.0,1.0,1.0,1.0,1.0,0,2.3895661166251996,2.1504270951081805,2.3895661166251996,2.1504270951081805,1.9931859300272623,1.9931859300272623
case_092,3,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,b1fce184982e1cd0c55fdf0b38c694f1fcdc6614bf5db3cff0da8b4cc4feb512,e3e94dcdfdb73f7e0b1fbbacb9cbaa0aa7ee1932a7811611da1e73ab11387d82,baseline,True,True,True,0,1,0,0,new_official_evaluation,4016752,1,b2a_w8,e56af71dc2e1ade63f58dc88fd38a5a868d95849f75fa57448c8fbdec2974dcf,46193e1fbae05f0d5f5bcfb9e0bd28365b60d4f80646e2115a22e214152166fa,1334168,25523392,28780320,532480,24990912,11565056,3693,,,,,,1331907,25523392,28780320,532480,24990912,11565056,3693,85,3933,1618304,14167456,0.10251669859417602,1334168,24999104,28256032,8192,24990912,11565056,3693,,,,,,1330599,24999104,28256032,8192,24990912,11565056,3693,85,3901,1618304,13905312,0.10424787626800354,1.0016975659711977,1.0026822506254702,1.0009830159198978,1.0,1308,3.6094060118365903,3.2537038997467542,3.6094060118365903,3.2569023424788384,3.010679314748967,3.010679314748967
case_092,4,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,a92a8c80fc6ad2937bc975523462043dbb6e91951c5610cd12fbd84703400053,fecb327e6a63b8fb1290a7af8f8000364db8374bed8f43f48eee99606a59a9d1,baseline,False,True,True,0,1,0,0,G1_verified_reuse,4016752,1,b2a_w8,e56af71dc2e1ade63f58dc88fd38a5a868d95849f75fa57448c8fbdec2974dcf,46193e1fbae05f0d5f5bcfb9e0bd28365b60d4f80646e2115a22e214152166fa,1018974,13405984,16662912,0,13405984,5307392,1988,,,,,,1018974,13405984,16662912,0,13405984,5307392,1988,66,2264,870656,9321600,0.08542328607130747,1018974,13405984,16662912,0,13405984,5307392,1988,,,,,,1018974,13405984,16662912,0,13405984,5307392,1988,66,2264,870656,9321600,0.08542328607130747,1.0,1.0,1.0,1.0,0,4.725885056929814,4.252935796202848,4.725885056929814,4.252935796202848,3.9419573021490244,3.9419573021490244
case_092,5,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,06c16409ffbda35f97e26875a0e99c0bde27a196927b7ed3bdb4c2be8d9d2705,2f866b5bd41ca16637faab11d4fa1e524d410e658bcd7e708a173a27fbe3d241,baseline,False,True,True,0,1,0,0,G1_verified_reuse,4016752,1,b2a_w8,e56af71dc2e1ade63f58dc88fd38a5a868d95849f75fa57448c8fbdec2974dcf,46193e1fbae05f0d5f5bcfb9e0bd28365b60d4f80646e2115a22e214152166fa,832577,13308288,16565216,73728,13234560,4756480,1932,,,,,,827744,13308288,16565216,73728,13234560,4756480,1932,112,2221,1270784,9337824,0.11978800611729644,832577,13308288,16565216,73728,13234560,4756480,1932,,,,,,827744,13308288,16565216,73728,13234560,4756480,1932,112,2221,1270784,9337824,0.11978800611729644,1.005838761742761,1.005838761742761,1.0,1.0,0,5.783914280601073,5.2354725615649285,5.783914280601073,5.2354725615649285,4.824481099045494,4.824481099045494
case_093,1,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,4adf08b30954139c59001036b4da46d5c350f7c5749f8889fa068577b5aadb38,4adf08b30954139c59001036b4da46d5c350f7c5749f8889fa068577b5aadb38,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,74205,1,b0,a33db0dd584ae848246d4a09af4e254bde067c97227547dabcfc1283532d1e00,1efe1383bd82466f1fcb3b92e93298f3b80aeac65d7331aa4c084c54f7750cb9,74205,0,714752,0,0,0,0,,,,,,74205,0,714752,0,0,0,0,0,280,0,573440,0.0,74205,0,714752,0,0,0,0,,,,,,74205,0,714752,0,0,0,0,0,280,0,573440,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
