case,cores,plan_sha256,graph_sha256,no_l2_source,same_core_speedup,no_l2_makespan,no_l2_added_copy_bytes,no_l2_scheduled_copy_bytes,no_l2_spill_added_copy_bytes,no_l2_partition_added_copy_bytes,no_l2_cross_task_traffic_bytes,no_l2_cross_core_transfer_count,no_l2_copy_in_hits,no_l2_copy_in_misses,no_l2_cache_hit_bytes,no_l2_cache_miss_bytes,no_l2_cache_hit_rate_bytes,l2_makespan,l2_added_copy_bytes,l2_scheduled_copy_bytes,l2_spill_added_copy_bytes,l2_partition_added_copy_bytes,l2_cross_task_traffic_bytes,l2_cross_core_transfer_count,l2_copy_in_hits,l2_copy_in_misses,l2_cache_hit_bytes,l2_cache_miss_bytes,l2_cache_hit_rate_bytes
case_044,2,9e158390e363004d1e50b04b8b61f9e3ebe4ffd151e2817816a20c11ffdb2c1f,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,stage1_verified_reuse,1.0560452141675905,58111,1424480,2399936,238080,1186400,128000,111,,,,,,55027,1424480,2399936,238080,1186400,128000,111,42,196,450880,1790080,0.20119948593459946
case_044,3,1efe3bf9c2fa3e560fc31b218e1f5e0395fc258ef3d855d4834d24eadc39ed47,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,stage1_verified_reuse,1.0560452141675905,58111,1424480,2399936,238080,1186400,128000,111,,,,,,55027,1424480,2399936,238080,1186400,128000,111,42,196,450880,1790080,0.20119948593459946
case_044,4,c9e684df70771d7c61053945cd8c6364663270bf5d5487b544c5b9c8c0d9e2f0,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,stage1_verified_reuse,1.0560452141675905,58111,1424480,2399936,238080,1186400,128000,111,,,,,,55027,1424480,2399936,238080,1186400,128000,111,42,196,450880,1790080,0.20119948593459946
case_044,5,c69407f995c10cf7b02e392ce2e49fe10588a96f8c983ba296e9f1cc73ac52e2,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,stage1_verified_reuse,1.0560452141675905,58111,1424480,2399936,238080,1186400,128000,111,,,,,,55027,1424480,2399936,238080,1186400,128000,111,42,196,450880,1790080,0.20119948593459946
case_045,1,76de6b75aa4cb0989adacd898da2af6cc98a843c5ec4f1d68a15b1d0bba7448c,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,stage1_verified_reuse,1.0,125614,0,557056,0,0,0,0,,,,,,125614,0,557056,0,0,0,0,0,68,0,278528,0.0
case_045,2,6bc302207ef5ab8f4b2c0fdcf04a4b1a42919301c86925472b3ea44c697270b8,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,stage1_verified_reuse,1.0,78563,94208,651264,0,94208,40960,10,,,,,,78563,94208,651264,0,94208,40960,10,3,78,12288,319488,0.037037037037037035
case_045,3,3d2c0f49b8b559b0ee9be5996b7f731ade55daacc4ba8662ed5f9de6fb9c357b,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,stage1_verified_reuse,1.0,45671,233472,790528,0,233472,106496,26,,,,,,45671,233472,790528,0,233472,106496,26,5,94,20480,385024,0.050505050505050504
case_045,4,ba89267683b824724d7763512c563d70ee23fffb72b0b18d792459eb6eb43157,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,stage1_verified_reuse,1.0,39561,352256,909312,0,352256,159744,39,,,,,,39561,352256,909312,0,352256,159744,39,8,107,32768,438272,0.06956521739130435
case_045,5,e6bc7038e876b549fd6594abf82f868d4992e2d0b3ded8c0cd3632b47df65071,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,stage1_verified_reuse,1.0,29147,356352,913408,0,356352,167936,41,,,,,,29147,356352,913408,0,356352,167936,41,5,109,20480,446464,0.043859649122807015
case_046,1,d1b4a409de9ead0c25c6c667f834ab2bb78ce217c637479ee300c71065e42062,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,stage1_verified_reuse,1.1284153897646474,276455,3176288,4237760,3176288,0,0,0,,,,,,244994,3176288,4237760,3176288,0,0,0,144,64,3120992,1023584,0.7530304668077024
case_046,2,03b0ee33a076f18bef19dae4a7e9206b02cd3897c8a22951f2612240fc7da67b,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,stage1_verified_reuse,1.0,112634,930400,1991872,0,930400,0,0,,,,,,112634,930400,1991872,0,930400,0,0,0,108,0,1926336,0.0
case_046,3,cf81d99d66952a8a1ab5681141076b25516d66115f37e8a85be81d1ecea33498,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,stage1_verified_reuse,1.0972482470096045,93107,2513088,3574560,418816,2094272,116736,35,,,,,,84855,2513088,3574560,418816,2094272,116736,35,89,116,1509504,1882784,0.4449810865115226
case_046,4,cd5add5068f098e4cbc29beb40ebea84ead333ccea616d0304c1dad605167e5e,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,stage1_verified_reuse,1.0,80768,2791200,3852672,0,2791200,0,0,,,,,,80768,2791200,3852672,0,2791200,0,0,0,208,0,3787136,0.0
case_046,5,d7edb66b5a287455e6d51683bdc2a23ef09c66e796404238558fff77ed050671,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,stage1_verified_reuse,1.0,80768,2791200,3852672,0,2791200,0,0,,,,,,80768,2791200,3852672,0,2791200,0,0,0,208,0,3787136,0.0
case_047,1,f7e1451d3131a66cc5afa7e72d3c97a91aed2d8c45f1d862e42f266e9478e13c,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,stage1_verified_reuse,1.0,326508,0,463942,0,0,0,0,,,,,,326508,0,463942,0,0,0,0,0,271,0,457286,0.0
case_047,2,074667288eb4d9542aa7c185abdf1f13a3f8663a07f0f62201e81d43146c30c3,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,stage1_verified_reuse,1.0,250591,557764,1021706,0,557764,246592,626,,,,,,250591,557764,1021706,0,557764,246592,626,39,897,64580,703878,0.08403842500175676
case_047,3,da464e75dc324972e84f93e47dbe597b0f86a64670f1024a28fbbe13d77d3ec2,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,stage1_verified_reuse,1.0000086808946531,230393,849672,1313614,0,849672,361280,906,,,,,,230391,849672,1313614,0,849672,361280,906,140,1113,156360,789318,0.16534169135794635
case_047,4,76be45f25215cb4cb922fa5dfe130c29064a8428718cba128b7a7ec72afa145c,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,stage1_verified_reuse,1.0000047792009177,209241,1084300,1548242,0,1084300,447584,1194,,,,,,209240,1084300,1548242,0,1084300,447584,1194,221,1357,234508,859494,0.2143579262195133
case_047,5,69779e522c113ad67a93415b500016066c74f65c1ad1a8bb0af8b51e1162b307,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,stage1_verified_reuse,1.0001936416041468,201442,1304976,1768918,0,1304976,527168,1370,,,,,,201403,1304976,1768918,0,1304976,527168,1370,366,1424,347216,887878,0.2811251613237535
case_048,1,d32b77f9856f8edd942e118b95e1add14c4d2f74b57071e96654e1e5164d715a,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,stage1_verified_reuse,1.0,222220,0,414790,0,0,0,0,,,,,,222220,0,414790,0,0,0,0,0,169,0,410182,0.0
case_048,2,ba25ce5c5e3c87d5ce9ee27f1c97a4d4aa12cb54b7204667f77e68aa8dac2a7b,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,stage1_verified_reuse,1.0,164258,325572,740362,0,325572,121792,113,,,,,,164258,325572,740362,0,325572,121792,113,30,283,81924,532038,0.13343496828793963
case_048,3,edba03455b0f8e58761ab3810e23bf0e89aeff9931ac95467178b8cb47689b8e,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,stage1_verified_reuse,1.0000197680548235,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,63,344,116168,579286,0.16703908525941327
case_048,4,1e9210e3504e35bc885b18a51b13d0fb75444e611a269c99804ac34cee5945ee,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,stage1_verified_reuse,1.0000197680548235,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,63,344,116168,579286,0.16703908525941327
case_048,5,882c89d4b5155a98a28936a0f41fa42002305869563b60d64ac19964be56cb9b,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,stage1_verified_reuse,1.0000197680548235,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,63,344,116168,579286,0.16703908525941327
case_049,1,2186478cd6f24e1941a013639c9a52be08c5349cdf117842cedcedee1ff4f6dc,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,stage1_verified_reuse,1.0,196276,0,152540,0,0,0,0,,,,,,196276,0,152540,0,0,0,0,0,144,0,152504,0.0
case_049,2,0d9b3df68172cb15787716b3b26efa07092340495ff6203c047781ed0329712e,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,stage1_verified_reuse,1.0001743056823653,120499,1396528,1549068,0,1396528,686166,501,,,,,,120478,1396528,1549068,0,1396528,686166,501,24,645,24196,838670,0.02804143401177008
case_049,3,fa8e3b034cd8e07bf3cb4f42c92a84fe0b904d5ccb3656ebc0a41ed86b565aa9,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,stage1_verified_reuse,1.0000102225448002,97824,1650932,1803472,0,1650932,806134,637,,,,,,97823,1650932,1803472,0,1650932,806134,637,81,743,69608,927694,0.06979631044558218
case_049,4,5d30da04bf07d538bcba45c6a52731ff3ecff3bd6629b4d255092246ae377208,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,stage1_verified_reuse,1.0037136204889405,86219,2250304,2402844,0,2250304,1094042,817,,,,,,85900,2250304,2402844,0,2250304,1094042,817,128,898,115756,1193010,0.0884466741953871
case_049,5,d32ff6a6f2c1d082b860cde040260e04fb5aefe56a97a1f830e21c83828adb32,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,stage1_verified_reuse,1.0152119101933006,84557,2413584,2566124,0,2413584,1179072,909,,,,,,83290,2413584,2566124,0,2413584,1179072,909,163,961,134608,1252408,0.09704862813406623
case_050,1,f13b23adc8986223c3ed16bd5199b6a24e63786f325ffabaacedaa6a1d3a2149,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,stage1_verified_reuse,1.0,149690,0,319376,0,0,0,0,,,,,,149690,0,319376,0,0,0,0,0,188,0,319300,0.0
case_050,2,55c4225922e27af0ffb0257522cb5e8f413ba5106c32979435ca2d91daca3a73,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,official_recheck,1.00043980208906,81891,1176512,1495888,0,1176512,551134,696,,,,,,81855,1176512,1495888,0,1176512,551134,696,36,884,74244,870434,0.07859185881326759
case_050,3,47d7bee95602e7f125c9f27df872b069fce5da793a13d59e0b4466a7cbba3b6a,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,official_recheck,1.0002254113757607,53248,1479980,1799356,0,1479980,652562,908,,,,,,53236,1479980,1799356,0,1479980,652562,908,112,1055,197736,948982,0.17243646650702266
case_050,4,c58243fde1a467b550873fe0d477715832c66d28e21b728aabb286cd16f9f8a2,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,official_recheck,1.0529303121762241,46748,1747432,2066808,0,1747432,761838,1001,,,,,,44398,1747432,2066808,0,1747432,761838,1001,220,1087,282156,1022738,0.21622905768591166
case_050,5,403bd50b13751613e7a95776492d7dac691be59e16531e9aabcef06cb15623ea,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,official_recheck,1.0540533780234622,42140,1696052,2015428,0,1696052,720914,1089,,,,,,39979,1696052,2015428,0,1696052,720914,1089,286,1136,305008,989430,0.23562967094600126
case_051,1,d2a74eed1ca12d1890a92f6146eeff44c75d533e1a44afdef3274970662eddd5,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,stage1_verified_reuse,1.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0
case_051,2,4186cb12a266bc82b735c8c96b121ef2f9813feb159d438ad576a7fb66b374b4,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,stage1_verified_reuse,1.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0
case_051,3,899878f13dbee2c47afe75633117c053a1cc9243347e657e7c0c1e5eccc8ee59,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,stage1_verified_reuse,1.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0
case_051,4,a505e60e9f1bafbc6efe6a088bd395d88ce5a33b60368a3cc6756518da22df02,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,stage1_verified_reuse,1.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0
case_051,5,ce0fbf0c2559dd286b12fe4ef23a4006f150a8dfdfc801e0f01de90f44562900,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,stage1_verified_reuse,1.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0
case_052,1,6b8c8232d352f6d96992aafb05307949def8c3395f86a8e75b0dae291f2ecf40,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,stage1_verified_reuse,1.0,180301,0,810204,0,0,0,0,,,,,,180301,0,810204,0,0,0,0,0,259,0,810044,0.0
case_052,2,b3629add6431447edb553e454f117ecf55052fc393129d84c5d69930c91161ec,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,stage1_verified_reuse,1.0,96545,1204196,2014400,9216,1194980,545010,199,,,,,,96545,1204196,2014400,9216,1194980,545010,199,36,459,104960,1359662,0.07166354185585086
case_052,3,4c270104bd36795b031db72db1c9b7ec3f9eadfe0e5cd1516765f7ce0f092990,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,stage1_verified_reuse,1.0,69389,1827640,2637844,0,1827640,832412,275,,,,,,69389,1827640,2637844,0,1827640,832412,275,27,539,152064,1653208,0.08423329005269012
case_052,4,8676716b8841c63654ead637d466ac93f79cc539db5bc924c55c69654bc6ba49,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,stage1_verified_reuse,1.0207848408353277,62274,2080652,2890856,0,2080652,950854,309,,,,,,61006,2080652,2890856,0,2080652,950854,309,19,583,124672,1815170,0.06426915181751916
case_052,5,645a818c58e1281a07f440b14f20315d9176102f4ff16e5809a24954f7de93d7,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,stage1_verified_reuse,1.0432478231868905,57870,2199428,3009632,0,2199428,967106,330,,,,,,55471,2199428,3009632,0,2199428,967106,330,57,592,258304,1784062,0.126472924049852
case_053,1,e2bb9a691fab82cc8d387e8f4d9ef4bf8f24904673bd061b5b5dc897b003f67f,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,stage1_verified_reuse,1.0312140039730862,1472686,5405536,8400824,5405536,0,0,0,,,,,,1428109,5405536,8400824,5405536,0,0,0,342,363,5155968,3095286,0.6248708378144704
case_053,2,6912029bb44e065285383084447bbf69d31e6f7d4942c9a3b929ed63bd8c79e4,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,stage1_verified_reuse,1.0,759149,2489670,5484958,176802,2312868,675680,369,,,,,,759149,2489670,5484958,176802,2312868,675680,369,49,749,961506,3661002,0.20800526467450137
case_053,3,1cc549f699591ba48eacff10416ee382f54805b5c2ac72d74b3b5e3147949bbc,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,stage1_verified_reuse,1.0,584699,2121568,5116856,248800,1872768,192512,73,,,,,,584699,2121568,5116856,248800,1872768,192512,73,63,479,993312,3754086,0.2092329313868355
case_053,4,245ee6787937bc25398e5f4088e4bd5947b7ac2ef5f67478c4046bd31e5141b6,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,stage1_verified_reuse,1.0,492668,3424480,6419768,1137888,2286592,163840,38,,,,,,492668,3424480,6419768,1137888,2286592,163840,38,65,525,1159104,4932166,0.1902893813605373
case_053,5,8bbcbb5cdb23611b5a3f403b27ad0b545889723e0cff50ea2e6a3a3a654c392f,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,stage1_verified_reuse,1.0005475193081073,465992,7790078,10785366,17570,7772508,1912680,1293,,,,,,465737,7790078,10785366,17570,7772508,1912680,1293,319,1593,2686874,6078658,0.3065272022279994
case_054,1,303a13c8a7504a734bd51ced21a3f240b1e1d0d0dd0176ce18e01c0cf16bce7c,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,stage1_verified_reuse,1.0,815051,0,1606276,0,0,0,0,,,,,,815051,0,1606276,0,0,0,0,0,351,0,1606214,0.0
case_054,2,1c667f2d0178752046e8b53d168de97a52feb14d7c8edd83d1fe3476ce522a2f,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,stage1_verified_reuse,1.0,485507,3211144,4817420,229376,2981768,1456066,1213,,,,,,485507,3211144,4817420,229376,2981768,1456066,1213,40,1578,69636,3176968,0.02144887396183828
case_054,3,038f1fd367ef1425d91ecf13870246810a884318d6c479236898798657a41f69,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,stage1_verified_reuse,1.0000232727724079,386727,4069800,5676076,0,4069800,1958864,1615,,,,,,386718,4069800,5676076,0,4069800,1958864,1615,181,1874,210630,3506520,0.056664379968524275
case_054,4,3f79d0de090c8d19d8419fdc2037da93a0aa92b4e5bf59cfd48b39943cd84805,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,stage1_verified_reuse,1.0,331197,4961644,6567920,0,4961644,2361776,1994,,,,,,331197,4961644,6567920,0,4961644,2361776,1994,311,2165,362122,3843960,0.0860948502668279
case_054,5,1d6dd5bde39ce771d71042f0ea0e5bc3766a72c02017c62bce51059e91c60d31,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,stage1_verified_reuse,1.0052056470033452,272849,5858448,7464724,0,5858448,2730048,2528,,,,,,271436,5858448,7464724,0,5858448,2730048,2528,544,2554,604110,4130504,0.12759435088055754
case_055,1,f087e910c4e28eb6ef3e4b108ff1ef3d4c9cca3208706fec7e6958edc9c8564c,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,stage1_verified_reuse,1.0,118835,69632,695442,69632,0,0,0,,,,,,118835,69632,695442,69632,0,0,0,17,173,69632,625692,0.10014324257468461
case_055,2,0872fba1f7c88f25b3eb6faf7b3cfae32b9cbcb6829c609e0279a6415353de46,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,stage1_verified_reuse,1.0085963461628469,64648,1167092,1792902,233496,933596,365678,172,,,,,,64097,1167092,1792902,233496,933596,365678,172,59,386,243200,1087638,0.18274200165609938
case_055,3,beeb117e2041805fe35c91eb0f3ec1446e06c56247daed3d2f5b2fc81d9aeaa1,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,stage1_verified_reuse,1.00884853391938,52332,1295176,1920986,53272,1241904,499096,236,,,,,,51873,1295176,1920986,53272,1241904,499096,236,63,422,249856,1151424,0.1783055492121489
case_055,4,221e132b20009307e91afd968fb9d4ea4f66c1b6f43b7a6129b0008f9ce9a8d6,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,stage1_verified_reuse,1.0287887682222874,42061,1403496,2029306,16384,1387112,556084,265,,,,,,40884,1403496,2029306,16384,1387112,556084,265,68,440,274944,1189968,0.1876863593171467
case_055,5,af38772aa66bacc600a69174ea3b5d40a41014c4900b0a0584fd31b20e3539f0,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,stage1_verified_reuse,1.1720590342455939,40899,1609596,2235406,0,1609596,616126,289,,,,,,34895,1609596,2235406,0,1609596,616126,289,85,462,377344,1241818,0.23304894754200012
case_056,1,7355144407cb6625ff18a853daf1c1966f13bef12d0b903a1f604f5ab1eb5919,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,stage1_verified_reuse,1.0,277285,0,221600,0,0,0,0,,,,,,277285,0,221600,0,0,0,0,0,221,0,221526,0.0
case_056,2,1ffce20cee1243c2c2d0e561a62419d3136e6b00f09b3387bddf7f2fce468704,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,stage1_verified_reuse,1.0,188576,1385798,1607398,0,1385798,683152,747,,,,,,188576,1385798,1607398,0,1385798,683152,747,22,968,19494,904678,0.02109347610617937
case_056,3,81a50e000027c1840653367c4f035a651f695d9f269953ae2639b0e0f7acb499,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,stage1_verified_reuse,1.0,150152,1740710,1962310,0,1740710,851646,959,,,,,,150152,1740710,1962310,0,1740710,851646,959,103,1116,89196,1021394,0.08031406729756256
case_056,4,e05b0cf98d296be056831da6b518e7e718229498f6eaff0d3a11ded44ea2d08a,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,stage1_verified_reuse,1.0007181993188212,135157,2273974,2495574,0,2273974,1100868,1135,,,,,,135060,2273974,2495574,0,2273974,1100868,1135,186,1239,167664,1226968,0.1202209615152958
case_056,5,68a31619696a1f38b8d82d5aae744f2202f12d21f08e586c9578f1d5ca1116ca,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,stage1_verified_reuse,1.0007181993188212,135157,2273974,2495574,0,2273974,1100868,1135,,,,,,135060,2273974,2495574,0,2273974,1100868,1135,186,1239,167664,1226968,0.1202209615152958
case_057,1,2c4423f6c876f78c022c3d94f14a2ec636aed690a97260d808c7dd1ebd3c651e,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,stage1_verified_reuse,1.0,59726,94216,436676,94216,0,0,0,,,,,,59726,94216,436676,94216,0,0,0,23,129,94208,336592,0.21868152274837513
case_057,2,7d65794e8413860dd2aa24a32aab0bc22b99e917d72dc6caa2ee321408408ab3,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,stage1_verified_reuse,1.0,31115,722184,1064644,0,722184,256644,119,,,,,,31115,722184,1064644,0,722184,256644,119,53,246,208896,593232,0.26042726347914547
case_057,3,308888b2080bc4ec669c7b33b5257adeff08c5e874b3b6e0a23d763a57e50675,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,stage1_verified_reuse,1.0,21456,671212,1013672,0,671212,255606,120,,,,,,21456,671212,1013672,0,671212,255606,120,48,246,160002,592192,0.2127137414018192
case_057,4,05a04bcd4af873630f88cdb76d3c4af74c3fb2757e455ca964148a4e278b26d5,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,stage1_verified_reuse,1.0278563263341556,17084,565496,907956,0,565496,222332,94,,,,,,16621,565496,907956,0,565496,222332,94,32,221,116738,563014,0.17173616260047783
case_057,5,6c300683d8c675c172cc6780dc4fdaa6fa1e050ab5af0c3e32429db93bad2b55,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,stage1_verified_reuse,1.0278563263341556,17084,565496,907956,0,565496,222332,94,,,,,,16621,565496,907956,0,565496,222332,94,32,221,116738,563014,0.17173616260047783
case_058,1,a38a496ab67cfc079e5e35f0a019de892e18ee2a1e3c5c60acea35545ae93189,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,stage1_verified_reuse,1.0,4539717,28696576,36364288,28696576,0,0,0,,,,,,4539717,28696576,36364288,28696576,0,0,0,0,8062,0,35319808,0.0
case_058,2,c130ac4ed2c81328b645b4157024200841f3667d3ff631a84dff390166574eb5,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,stage1_verified_reuse,1.0008672427163872,3633043,116219904,123887616,65036288,51183616,25591808,6248,,,,,,3629895,116219904,123887616,65036288,51183616,25591808,6248,302,15091,1605632,64233472,0.02438720915764589
case_058,3,1e18dfc991679eb3d4950a6c753b3221e38c2abac280e47da546f3955979e8bb,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,stage1_verified_reuse,1.0,1506765,29749248,37416960,25153536,4595712,0,0,,,,,,1506765,29749248,37416960,25153536,4595712,0,0,0,8253,0,36372480,0.0
case_058,4,79f4fdd282f4d91de889b10c5d3391b49da6a76315fa46b618182978d2b78471,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,stage1_verified_reuse,1.0,1506765,29749248,37416960,25153536,4595712,0,0,,,,,,1506765,29749248,37416960,25153536,4595712,0,0,0,8253,0,36372480,0.0
case_058,5,4158c95a786f184989e447f45fb232fdf340e0a1a2a32711d9871c0cb36f9a7a,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,stage1_verified_reuse,1.0,915736,30818304,38486016,21626880,9191424,0,0,,,,,,915736,30818304,38486016,21626880,9191424,0,0,0,8448,0,37441536,0.0
case_059,1,195a633562363c88b80ad7c2e4fe2a1785941603a05262e519452f9a1bc3f6cf,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,stage1_verified_reuse,1.0165882701871956,829473,1691648,3035136,1691648,0,0,0,,,,,,815938,1691648,3035136,1691648,0,0,0,413,352,1691648,1081344,0.6100443131462334
case_059,2,7e674e0d3034da62621a26c6f6c625cbf9015460ba9e92b296b7754ace920079,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,stage1_verified_reuse,1.0258495653612905,421538,2072576,3416064,1351680,720896,0,0,,,,,,410916,2072576,3416064,1351680,720896,0,0,330,528,1351680,1802240,0.42857142857142855
case_059,3,574d85c1bc047fcb0cab84a8dd767d329032de5f6d237b3b0b7ea6b254472f09,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,stage1_verified_reuse,1.0,351835,9920512,11264000,1703936,8216576,4108288,1003,,,,,,351835,9920512,11264000,1703936,8216576,4108288,1003,0,1563,0,6041600,0.0
case_059,4,f60ba7b523d5bc1970239d48dba0faa163eccd328256e2c2a9f75d049007301e,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,stage1_verified_reuse,1.0,185216,1081344,2424832,0,1081344,0,0,,,,,,185216,1081344,2424832,0,1081344,0,0,0,704,0,2162688,0.0
